Submission ID,age,cups_per_day,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,flavor_preference,How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,expertise,Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?",overall_favorite,Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
VZ1OEj,35-44 years old,2,"At a cafe, At home, On the go",True,False,True,True,False,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",True,True,True,True,False,False,False,False,False,False,,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin), Drive-thru",True,True,True,True,False,False,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Medium,Full caffeine,8.0,1.0,5.0,4.0,"apricot, stone fruit, raspberry, blackberry, caramel, butterscotch, light body, acidity increased on cooldown",3.0,2.0,2.0,Bitterness decreased on cooldown,2.0,3.0,2.0,Acidity increased on cooldown,1.0,5.0,5.0,"Juicy, super fruity, strawberry, blueberry, apple, light/medium body, very nice acidity and fruit forward from start to finish",Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Retired,,No affiliation
xd0kZv,35-44 years old,2,"At a cafe, At home",True,False,False,True,False,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Espresso, Cold brew",False,False,True,True,True,False,False,True,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Flavor syrup, Sugar or sweetener",False,True,True,True,False,,Skim milk,False,True,False,False,False,False,False,False,False,"Artificial Sweeteners (e.g., Splenda)",False,True,False,False,False,False,False,False,,,,,,,,,Caramalized,Somewhat strong,Medium,Full caffeine,4.0,2.0,3.0,5.0,Dark chocolate and tangy cranberry,2.0,4.0,3.0,Apple and nut,4.0,2.0,2.0,Banana bread (no nuts) and cereal squares,4.0,4.0,4.0,Cider and a harvest festival feel,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, Other",True,True,False,False,True,It soothes my arthritis,Yes,No,$10-$15,$10-$15,Yes,$50-$100,Yes,Non-binary,,High school graduate,White/Caucasian,,Employed full-time,,Democrat
42NlLd,25-34 years old,2,"At home, At a cafe",True,False,False,True,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caramalized,Medium,Medium,Full caffeine,4.0,1.0,1.0,3.0,"Fairly mild it seemed compared to the rest. Liked it, would drink it again or a lot, but nothing crazy significant pulling me back. ",2.0,2.0,5.0,This was a good balance of flavor without being too bitter ,5.0,3.0,4.0,"Good flavor, more bitter than I’d normally go for. A but more complex flavor here. Would drink again but not every day. ",3.0,5.0,3.0,"Complex, fruity, maybe too much though. Again- not an everyday but I didn’t hate it. ",Coffee B,Coffee A,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent
WAeyxR,25-34 years old,1,At home,True,False,False,False,False,"Espresso, Pour over",True,False,True,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Medium,Light,Full caffeine,9.0,3.0,4.0,4.0,,2.0,2.0,3.0,,3.0,3.0,4.0,,2.0,5.0,5.0,,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,It tastes good,True,False,False,False,False,,Yes,Yes,$8-$10,$8-$10,No,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
ZdGML5,25-34 years old,2,"At the office, At home, At a cafe",True,True,False,True,False,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",True,False,False,False,True,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,2.0,3.0,3.0,Caramel,3.0,2.0,5.0,Chocolatey,4.0,2.0,4.0,"Woody, smokey",4.0,3.0,2.0,Berry,Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,No,$10-$15,$10-$15,No,$300-$500,Yes,Female,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat
PA82QV,25-34 years old,1,"At home, At the office, On the go, At a cafe",True,True,True,True,False,"Other, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)",False,False,False,True,True,False,False,False,False,True,Aeropress,"National chain (e.g. Starbucks, Dunkin)",True,False,False,False,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Light,Full caffeine,5.0,2.0,4.0,2.0,,4.0,3.0,3.0,,2.0,3.0,4.0,,4.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$15-$20,No,$50-$100,Yes,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
KMPpk8,18-24 years old,Less than 1,At a cafe,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,Cortado,,Other,False,False,False,False,True,Don't drink coffee only espresso,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,2.0,2.0,2.0,1.0,,4.0,2.0,3.0,,3.0,2.0,2.0,,2.0,4.0,2.0,,Coffee B,Coffee A,Coffee B,I do a mix of both,<$20,Other,False,False,False,False,True,Vibes,No,No,$2-$4,$4-$6,No,Less than $20,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat
xdNWa5,25-34 years old,3,"At the office, At home, On the go, At a cafe",True,True,True,True,False,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Cold brew",True,False,True,False,False,False,False,True,True,False,,Local cafe,False,True,False,False,False,False,,Cortado,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,7.0,1.0,4.0,4.0,"Pit fruit, apple",3.0,2.0,3.0,"Celery,nutty, chocolate ",4.0,2.0,2.0,"Buttery, toasty, nutty",4.0,3.0,5.0,"Apple, fermenty, tropical fruit",Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"I need the caffeine, It tastes good, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$10-$15,$15-$20,Yes,"More than $1,000",Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation
OA8Yxa,35-44 years old,1,At home,True,False,False,False,False,"Pour over, Espresso, Cold brew",True,False,True,False,False,False,False,True,False,False,,,,,,,,,,Pourover,,"Milk, dairy alternative, or coffee creamer, Other, No - just black",True,True,False,False,True,condensed milk,Oat milk,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Caramalized,Medium,Light,Full caffeine,6.0,2.0,3.0,5.0,"chocolatey, fruity/flower",3.0,2.0,2.0,"late taste onset, more water taste, really good diner coffee",2.0,4.0,3.0,"herby, fruity, lemon-sour mouth feel",3.0,3.0,4.0,"mild but good, with a taste i cant put my finger on",Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,It tastes good,True,False,False,False,False,,Yes,No,$6-$8,$8-$10,No,"More than $1,000",Yes,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation
bl29y1,35-44 years old,1,"At the office, At home, At a cafe",True,True,False,True,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Mocha,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,"Half and half, Whole milk",True,False,True,False,False,False,False,False,False,"Artificial Sweeteners (e.g., Splenda)",False,True,False,False,False,False,False,False,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,1.0,5.0,1.0,1.0,,2.0,3.0,4.0,,5.0,1.0,1.0,,2.0,4.0,5.0,,Coffee B,Coffee D,Coffee D,I primarily work in person,>$100,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$10-$15,More than $20,No,$500-$1000,Yes,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Republican
RzBypp,25-34 years old,2,"At home, At a cafe",True,False,False,True,False,"Espresso, Pour over, Other",True,False,True,False,False,False,False,False,False,True,"Moka Pot, sometimes Bripe",,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,4.0,"Nutty when hot, fruitier when cooled. Slight fermented notes, raspberry",3.0,1.0,3.0,"Roasty, toasted grains, emptiness",4.0,3.0,2.0,"Full body, roasted notes. Robusta?",3.0,5.0,5.0,"Fermented Fruit, wine, dark cherries",Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the ritual",True,False,True,False,False,,Yes,Yes,$10-$15,More than $20,Yes,$500-$1000,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
aBZBNE,25-34 years old,2,At the office,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Oat milk, Almond milk",False,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,1.0,3.0,4.0,1.0,,2.0,2.0,5.0,,4.0,2.0,2.0,,2.0,5.0,1.0,,Coffee B,Coffee A,Coffee B,I primarily work in person,$60-$80,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,$6-$8,$2-$4,Yes,$100-$300,Yes,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,No affiliation
eBxXZJ,45-54 years old,2,"At home, At a cafe",True,False,False,True,False,"Pour over, French press, Espresso, Bean-to-cup machine",True,True,True,False,False,False,True,False,False,False,,,,,,,,,,Regular drip coffee,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,Granulated Sugar,True,False,False,False,False,False,False,False,,,,,,,,,Fruity,Medium,Light,Full caffeine,5.0,3.0,2.0,5.0,,2.0,1.0,3.0,,3.0,3.0,2.0,,4.0,3.0,4.0,,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,2,
jB0ovx,25-34 years old,3,"At home, At the office, On the go",True,True,True,False,False,"French press, Pour over, Instant coffee",True,True,False,False,False,True,False,False,False,False,,Local cafe,False,True,False,False,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",False,True,True,True,False,,Whole milk,True,False,False,False,False,False,False,False,False,"Granulated Sugar, Brown Sugar, Raw Sugar (Turbinado)",True,False,False,False,False,False,True,True,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,3.0,3.0,2.0,"tea/herbal, jasmine, lemon, earthy",2.0,3.0,3.0,"dark chocolate, orange",2.0,3.0,4.0,"chocolate, hazelnut, jasmine",2.0,4.0,3.0,"cranberry, apple, bergamot",Coffee C,Coffee D,Coffee C,I do a mix of both,>$100,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,$100-$300,Yes,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
0EjRX0,25-34 years old,1,"At home, At a cafe",True,False,False,True,False,"Pour over, French press",True,True,False,False,False,False,False,False,False,False,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Whole milk, Oat milk, Half and half",True,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Juicy,Somewhat strong,Light,Full caffeine,10.0,1.0,2.0,5.0,"Balanced, brown sugar",5.0,1.0,1.0,"Ashy, charred",3.0,3.0,2.0,"Plum, boring, metallic",2.0,5.0,4.0,"Apple, light mouthfeel",Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
ylelyX,18-24 years old,1,"On the go, At home, At a cafe",True,False,True,True,False,Espresso,False,False,True,False,False,False,False,False,False,False,,Local cafe,False,True,False,False,False,False,,Latte,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,Whole milk,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,Sweet,Medium,Medium,Full caffeine,4.0,2.0,5.0,4.0,"Whole milke texture almost, mellow after feel, good body",2.0,5.0,3.0,"Skim texture, Darker, Medium",2.0,2.0,4.0,"Skim texture, Darker, chocolate notes",1.0,3.0,5.0,"Almost like a whole milk texture, lighter, very high clarity, caramel notes",Coffee C,Coffee D,Coffee D,I primarily work in person,$60-$80,"I need the caffeine, It tastes good, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$10-$15,No,"More than $1,000",Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent
QABlDp,25-34 years old,1,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Coffee creamer, Almond milk, Oat milk",False,False,False,True,False,True,True,False,False,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat light,Light,Full caffeine,2.0,1.0,3.0,3.0,sour,3.0,1.0,1.0,nutty,2.0,2.0,3.0,just coffee,4.0,4.0,1.0,"black licorice, soy sauce ",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"I need the caffeine, It tastes good, I need the ritual",True,True,True,False,False,,Yes,No,$4-$6,$6-$8,Yes,Less than $20,No,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
pLP2rP,>65 years old,2,At home,True,False,False,False,False,French press,False,True,False,False,False,False,False,False,False,False,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",False,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,Raw Sugar (Turbinado),False,False,False,False,False,False,False,True,,,,,,,,,Chocolatey,Medium,Dark,Full caffeine,6.0,3.0,5.0,1.0,"Sour, sweet potato",3.0,3.0,3.0,Nutty,4.0,3.0,3.0,,2.0,5.0,2.0,,Coffee C,Coffee D,Coffee C,,$20-$40,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,$6-$8,$8-$10,Yes,$300-$500,Yes,Female,,Master's degree,White/Caucasian,,Retired,,Democrat
7dJKYz,25-34 years old,2,At home,True,False,False,False,False,"Cold brew, Pour over, Other",True,False,False,False,False,False,False,True,False,True,Aeropress,,,,,,,,,Iced coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,4.0,"Citrus, Jasmine",4.0,2.0,3.0,"Nuts, Chocolate",1.0,1.0,1.0,Green tea,1.0,4.0,5.0,"Pear, Lychee",Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
kYRBXR,25-34 years old,2,At home,True,False,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Light,Full caffeine,5.0,2.0,4.0,1.0,"Grapefruit, graham cracker",3.0,3.0,1.0,"Dry, velvety, balanced/clear, roasty smoke ",2.0,3.0,2.0,Dry leather,3.0,4.0,2.0,"Raspberries, sugar cookies",Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"I need the ritual, It tastes good",True,False,True,False,False,,Yes,Yes,$6-$8,$6-$8,Yes,$300-$500,Yes,Male,,Some college or associate's degree,White/Caucasian,,Homemaker,,No affiliation
0EkEeB,18-24 years old,2,"At home, At the office",True,True,False,False,False,Pour over,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,Pourover,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,6.0,2.0,4.0,5.0,Light with a tasting note of blueberry,3.0,1.0,3.0,Full with tasting notes of graham crackers and dark chocolate,4.0,3.0,3.0,Roasty with tasting notes of Caramel and Burnt Marshmallow ,1.0,4.0,5.0,Floral with a tasting note of Green Apple,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$6-$8,$10-$15,Yes,$500-$1000,Yes,Male,,Some college or associate's degree,White/Caucasian,,Student,,Republican
LdML8G,25-34 years old,Less than 1,At home,True,False,False,False,False,Coffee brewing machine (e.g. Mr. Coffee),False,False,False,True,False,False,False,False,False,False,,,,,,,,,,Regular drip coffee,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Dark,Full caffeine,3.0,1.0,5.0,1.0,Weirdly sweet. Tasted worse as it cooled down,2.0,3.0,2.0,,2.0,1.0,5.0,,2.0,3.0,3.0,,Coffee C,Coffee D,Coffee C,I primarily work in person,<$20,"I need the caffeine, It tastes good",True,True,False,False,False,,Yes,No,$8-$10,$8-$10,No,$50-$100,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat
eB9EEo,25-34 years old,1,On the go,False,False,True,False,False,,,,,,,,,,,,,Specialty coffee shop,False,False,False,True,False,False,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat light,Light,Full caffeine,8.0,1.0,2.0,3.0,"Butterscotch, apricot, light and fruity",3.0,3.0,2.0,"Dark chocolate, cashew",3.0,3.0,4.0,Pineapple and milk chocolate ,2.0,4.0,3.0,"Milk chocolate, strawberry jam",Coffee C,Coffee D,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the ritual, I need the caffeine",True,True,True,False,False,,Yes,Yes,More than $20,More than $20,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat
DVXkPX,25-34 years old,4,"At home, At the office, On the go, At a cafe",True,True,True,True,False,Espresso,False,False,True,False,False,False,False,False,False,False,,Local cafe,False,True,False,False,False,False,,Cappuccino,,"No - just black, Milk, dairy alternative, or coffee creamer",True,True,False,False,False,,"Oat milk, Skim milk",False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Floral,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,2.0,Lemon,4.0,2.0,3.0,Chocolate,2.0,3.0,2.0,Milk Chocolate,3.0,4.0,4.0,Blackberries,Coffee B,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual",True,True,True,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
blNVJE,25-34 years old,2,"At home, At a cafe",True,False,False,True,False,Other,False,False,False,False,False,False,False,False,False,True,aeropress,,,,,,,,,Americano,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,6.0,2.0,4.0,2.0,"honey, syrup",3.0,1.0,5.0,toasted bagel,4.0,2.0,4.0,,1.0,5.0,1.0,lemon,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"I need the ritual, I need the caffeine, It tastes good",True,True,True,False,False,,Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
6d18yo,25-34 years old,Less than 1,At the office,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,Latte,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Light,Full caffeine,4.0,2.0,3.0,5.0,"Nutty. Seemed muted at first, but opened up as it cooled.",2.0,2.0,3.0,Caramel,2.0,2.0,2.0,Peanut Butter,1.0,4.0,3.0,"Fruity, jam, Granny Smith apple",Coffee A,Coffee A,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine",True,True,False,False,False,,Yes,Yes,$8-$10,More than $20,Yes,$300-$500,Yes,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat
bl2klo,35-44 years old,2,At home,True,False,False,False,False,Espresso,False,False,True,False,False,False,False,False,False,False,,,,,,,,,,Espresso,,No - just black,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floral,Very strong,Light,Full caffeine,7.0,3.0,4.0,4.0,,5.0,1.0,1.0,,3.0,2.0,2.0,,3.0,4.0,5.0,"Most unique flavor, by far. Loved the complexity. Very smooth, thick texture. Very pleasant.",Coffee A,Coffee D,Coffee D,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat
VZ9WWj,25-34 years old,2,"At home, At the office, On the go",True,True,True,False,False,"Pour over, Cold brew",True,False,False,False,False,False,False,True,False,False,,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop, Local cafe",True,True,False,True,False,False,,Pourover,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, No - just black",True,True,True,False,False,,Half and half,False,False,True,False,False,False,False,False,False,"Granulated Sugar, Raw Sugar (Turbinado)",True,False,False,False,False,False,False,True,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,1.0,3.0,4.0,mellow and easy to drink,2.0,1.0,2.0,"couldnt taste a lot of flavor, bland",3.0,1.0,5.0,good overall flavor,2.0,4.0,3.0,a lot of flavors. a good coffee for food pairings,Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$8-$10,$10-$15,No,$100-$300,Yes,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation
EPBO42,25-34 years old,2,"At the office, At home",True,True,False,False,False,"Coffee extract (e.g. Cometeer), Coffee brewing machine (e.g. Mr. Coffee)",False,False,False,True,False,False,False,False,True,False,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",False,True,False,False,False,,"Half and half, Whole milk, Skim milk, Oat milk",True,True,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,Full Bodied,Somewhat strong,Medium,Full caffeine,3.0,2.0,4.0,1.0,Sweet and acidic,3.0,1.0,4.0,,4.0,1.0,4.0,Classic dark roast flavors here,1.0,4.0,2.0,Blueberry blackberry ,Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"I need the caffeine, I need the ritual, It tastes good, It makes me go to the bathroom",True,True,True,True,False,,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat
